total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio
9.682869550698141,0.33591380040773644,0.2352936275187282,0.15804230818023088,1.3492642811532456,2.008786703064036,-0.2823289960937172,1.1897956109907752,0.03272683163512858,1.8204333821636078,0.1351688176319088,2.7876695185415477,0.20074498277582764,0.1404283696646985,1.224617738036258
