config_name,config_path,total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
base,us_stocks\config\base.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774
with_llm,us_stocks\config\with_llm.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774
