total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
8.8014429318048,0.3221009090788587,0.26981665420941436,1.1708932243355603,-0.37223217932481134,0.03875404530744336,1.7920194924917374,0.13383340177164427
