config_name,config_path,total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr,signal_coverage,avg_llm_abs_score,changed_rebalance_count
base,us_stocks\config\base.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774,0.0,0.0,0
with_llm_short,us_stocks\config\with_llm_short.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774,0.36666666666666664,0.19427265820454284,0
with_llm_swing,us_stocks\config\with_llm_swing.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774,0.36666666666666664,0.19405767633017432,0
with_llm_long,us_stocks\config\with_llm_long.yaml,0.028829168376230507,0.15738984184658555,0.17133190448088725,0.9391981832070971,-0.07633596982582203,0.061224489795918366,-0.02878637578420773,-0.1394786416775774,0.36666666666666664,0.196413116991017,0
