config_name,config_path,total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
base,us_stocks\config\base.yaml,0.2696574128224305,0.22289170043644768,0.20662702279701547,1.0776777082867255,-0.21595893385515996,0.046822742474916385,0.14330366169378772,0.1194872106507272
with_llm,us_stocks\config\with_llm.yaml,0.2745277532728363,0.22684408648204069,0.20758118413132387,1.0892576456807308,-0.21595893385515996,0.04180602006688963,0.14330366169378772,0.1194872106507272
