date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,lstm_walkforward_value,transformer_walkforward_value
2023-03-14,95563.01170438106,90499.58875879431,95749.6329250053,84826.3247959238,87774.95500980385,85557.76492887549,90196.6544341625,83637.73016312094
2024-03-14,145651.7394613516,147415.0639969625,161449.29574516052,149975.20884743074,150359.9125270542,149504.70685084566,141366.13131819613,170877.93299736295
2025-03-18,99969.63567622851,93969.64662392605,101626.61150236292,94884.96080228298,94526.26641482917,97481.95715206796,92815.32323720811,96331.21748086301
2026-03-19,115365.87565210974,117066.96953425888,113138.45439406192,117163.11055723383,108833.13795978187,114862.3519572135,108508.56953240966,126266.94451346845
