model_name,total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr,eval_start,eval_end,starting_capital,ending_capital,profit_dollars,signal_coverage,avg_llm_abs_score,avg_train_sample_count
supervised_ml,0.5073403127093055,0.5073403127093055,0.2995691979484878,1.5177965437964074,-0.13968982768493998,0.03373015873015873,0.19896827125270788,0.19896827125270788,2025-03-13,2026-03-13,100000.0,150734.03127093054,50734.03127093054,0.0,0.0,17260.0
configured_baseline,0.6617030252072731,0.6617030252072731,0.22312548738853796,2.389654655511957,-0.11244002162595146,0.04365079365079365,0.19896827125270788,0.19896827125270788,2025-03-13,2026-03-13,100000.0,171820.65905435523,71820.65905435523,0.0,0.0,
