date,ticker,open,high,low,close,volume,ret_1,ret_5,ret_20,ret_60,ret_120,vol_20,vol_60,sma_20,sma_50,sma_200,price_vs_sma20,price_vs_sma50,price_vs_sma200,sma20_vs_sma50,sma50_vs_sma200,drawdown_20,drawdown_60,volume_ratio_20,log_dollar_volume_20,range_pct_20,vol_ratio_20_60,momentum_20_60_gap,trend_ok,benchmark_ret_1,benchmark_ret_20,benchmark_ret_60,benchmark_vol_20,benchmark_drawdown_60,benchmark_price_vs_sma200,benchmark_sma50_vs_sma200,market_trend_ok,market_high_vol_regime,rel_ret_20,rel_ret_60,benchmark_momentum_gap,relative_momentum_gap,llm_score,future_return,label_available_date,trend_flag,market_trend_flag,market_high_vol_flag,enough_history,has_model_features,has_training_label,predicted_return,selected,weight,train_sample_count,validation_sample_count,validation_mse
2025-03-31,AAPL,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,0.019412553869742055,0.0063425732453969985,-0.06679827160196539,-0.11199494975022306,-0.018435296224951436,0.01958869059466683,0.018224854292671448,220.97340240478516,229.17479888916014,227.71585845947266,0.0008718650954611107,-0.03494597803341526,-0.02876302556359356,-0.03578664200482862,0.006406845968293107,-0.0708579561327517,-0.10105222929367452,0.2227697905211854,23.189729197287836,0.02751264287161375,0.07483386588960572,0.045196678148257674,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.02791785578868866,-0.06932641349947877,0.003788120437467568,0.041408557710790106,0.0,-0.04916036529847967,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,AMZN,188.19000244140625,191.3300018310547,184.3999938964844,190.25999450683597,63547600,-0.01276466738421178,-0.06395749459475064,-0.07199302242726358,-0.13277726862597783,0.020106161119759935,0.020651033455560724,0.018006056354824388,198.1834999084473,216.09419982910157,200.21945030212402,-0.03998065129171535,-0.11955066513907653,-0.049742698725121826,-0.08288376057672531,0.07928675012853703,-0.08686890982191897,-0.2139965445518064,0.37582658257966717,22.935323987905935,0.030040230418580904,0.14689374778212683,0.060784246198714253,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.03311260661398685,-0.09010873237523354,0.003788120437467568,0.056996125761246685,0.0,-0.015084595816512558,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,AVGO,163.51020338452625,166.93965006119086,159.66324513451602,166.43267822265625,35656400,-0.009992894893436133,-0.12454903447688559,-0.10371664009890957,-0.275635702136813,-0.04672446158876231,0.035443838530963216,0.037365189224606,185.4138381958008,206.38554840087892,181.8069165802002,-0.10237186262818232,-0.19358366168458196,-0.08456355042335229,-0.10161423785517731,0.13519085127785213,-0.14129668048485855,-0.313703989852667,-0.001922319267349315,22.614299966307506,0.04363515892097346,-0.05142087417497998,0.17191906203790341,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.06483622428563285,-0.2329671658860687,0.003788120437467568,0.16813094160043585,0.0,0.14179067805032397,2025-04-29,0.0,0.0,1.0,True,True,True,-0.3409926857343858,True,0.25,15210.0,600.0,0.009822165634877408
2025-03-31,COST,917.3326083722798,989.5766943776516,917.0143452666748,940.625,3102000,0.0173397034127869,0.021316753194597027,-0.09654672054995095,0.03334722644647958,0.07357303751187305,0.02104632129520512,0.01636163783801596,934.1643524169922,979.8928393554687,911.8728955078125,0.006915964590483492,-0.040073605784584965,0.03153082478252167,-0.046666824270860885,0.07459366780474008,-0.09732281287687938,-0.12172421803068634,0.1687577709958179,21.631345266015455,0.026451567049812864,0.286321180285777,-0.12989394699643053,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.05766630473667422,0.07601576269722388,0.003788120437467568,-0.1336820674338981,0.0,0.048552481312292395,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,GOOGL,152.58092477046202,155.0025205393741,150.13939385440554,154.1056365966797,54603500,0.002008587567572162,-0.077767227852096,-0.07300107142866974,-0.18215489265216467,-0.07221633676245576,0.02240137715859866,0.02072189468796522,164.66782150268554,178.28978271484374,173.86009132385254,-0.06414237347418605,-0.13564516008662209,-0.11362270994311086,-0.07640348765215066,0.02547848305647049,-0.10952440362539684,-0.2498397283414886,0.5795469305093075,22.458064355798978,0.02813361248770981,0.08104869250246893,0.10915382122349493,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.034120655615393014,-0.13948635640142037,0.003788120437467568,0.10536570078602736,0.0,0.03569594316214908,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,JPM,234.5996231402057,240.92002258119436,232.5908100746605,240.37127685546875,13603000,0.010088527975936845,-0.011126339333607405,-0.05878277387181596,0.028604904860243474,0.1673463169131908,0.019584744535642833,0.015535256653788103,235.79656677246095,251.79522186279297,224.24574073791504,0.019401088597792437,-0.045369983285661,0.0719101110437601,-0.06353835855967882,0.12285397722258673,-0.024768376660838753,-0.12377212183132347,0.062221521171809346,21.823562200247544,0.025602812072739522,0.26066436957559413,-0.08738767873205944,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.019902358058539238,0.07127344111098777,0.003788120437467568,-0.091175799169527,0.0,0.0033702846675536247,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,META,561.7475141060938,576.9002542510486,551.5792239532071,574.5675048828125,21124700,-0.0006589227234495842,-0.06865950961761447,-0.11934541820716515,-0.014751751553325532,-0.0312142894779307,0.02716738597256277,0.021233842659078007,604.7402221679688,649.5353564453125,573.6556619262695,-0.04989368356711643,-0.11541766097656903,0.0015895301259314376,-0.06896488979828952,0.13227393984790048,-0.12125024107076676,-0.21691830605981732,0.1983275930971946,23.08683756509066,0.036482854468954176,0.279438037134933,-0.10459366665383962,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.08046500239388843,0.02791678469741876,0.003788120437467568,-0.10838178709130719,0.0,-0.03803185437756018,2025-04-29,0.0,0.0,1.0,True,True,True,-0.3377776260759656,True,0.25,15210.0,600.0,0.009822165634877408
2025-03-31,MSFT,369.7096411618319,374.2052233402368,364.449889664545,372.5379943847656,35184700,-0.00900211597215994,-0.04500356617952217,-0.03372026237908565,-0.10760921444434235,-0.09413152812536518,0.01588022530597112,0.016164134891705588,384.6631683349609,401.4154382324219,417.6484873962402,-0.03152153610827857,-0.0719390464273475,-0.10801067015161103,-0.04173299853943657,-0.03886773124696463,-0.06391201206552855,-0.15889380150794263,0.501121317533703,22.920783335215667,0.021397601580177762,-0.017564168304494365,0.0738889520652567,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,0.005160153434191073,-0.06494067819359806,0.003788120437467568,0.07010083162778913,0.0,0.04968164606086911,2025-04-29,0.0,0.0,1.0,True,True,True,,False,0.0,0.0,0.0,
2025-03-31,NVDA,105.10522740758996,110.9338556226425,103.6255803841977,108.35446166992188,299212700,-0.011762626571884982,-0.10732236799140749,-0.04971096022629373,-0.19286647214401265,-0.1322651651433494,0.03309872118312971,0.04203893213530099,114.936323928833,124.3904379272461,127.52291584014893,-0.05726529293721394,-0.1289164707877578,-0.15031380080937662,-0.07600354300499079,-0.024564039272983784,-0.10922991690862638,-0.2746438244726469,0.03774950126755616,24.22053093842951,0.04220229699899044,-0.2126650344827382,0.14315551191771891,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,-0.010830544413017007,-0.15019793589326835,0.003788120437467568,0.13936739148025135,0.0,0.005905196899981036,2025-04-29,0.0,0.0,1.0,True,True,True,-0.3409926857343858,True,0.25,15210.0,600.0,0.009822165634877408
2025-03-31,XOM,113.87725446859892,115.92683499640438,113.87725446859892,114.97938537597656,21652300,0.010192701446618324,0.027029255649739126,0.10365622083057668,0.11549497062075109,-0.030843648793523748,0.013595676998963913,0.013952919208894951,109.23187141418457,106.96553955078124,108.97429431915283,0.052617554632920394,0.07491988409398709,0.055105574157118475,0.02118749527110464,-0.018433289987531798,0.0,0.0,0.18016058289924564,21.416092482710894,0.021165548694841208,-0.0256034027419364,-0.011838749790174408,False,0.006712770962271408,-0.038880415813276725,-0.04266853625074429,0.01291869263754787,-0.08460552906816421,-0.020220284922707554,0.026801520488684893,False,True,0.1425366366438534,0.15816350687149539,0.003788120437467568,-0.015626870227641976,0.0,-0.08887575513029444,2025-04-29,0.0,0.0,1.0,True,True,True,-0.33796560446745094,True,0.25,15210.0,600.0,0.009822165634877408
