date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value
2023-03-09,96403.43021803942,94331.9847215878,80516.39027206037,85405.71171208247
2024-03-11,141237.3976138679,148207.3601747016,152620.51946589447,134985.6941574892
2025-03-13,114582.73795557536,105799.30418715076,101930.902855222,115956.11790986948
2026-03-16,124263.61184794387,110779.35835437264,119736.75261854885,118515.56377160635
