model_name,total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio,eval_start,eval_end,starting_capital,ending_capital,profit_dollars,avg_train_sample_count,avg_validation_sample_count,avg_validation_mse
configured_baseline,0.24263619728152674,0.24371213765376898,0.1730481299890458,0.11996590738225786,1.3476457194187443,1.9439487161137066,-0.09889117846928674,2.464447703284881,0.04685258964143426,0.2026910975152516,0.2035757678503083,0.03321310006268563,0.04013636980346069,0.15454826956521886,0.1963127663213092,2025-03-17,2026-03-16,100000.0,123275.31572265846,23275.31572265846,,,
tree_walkforward,0.1755776370144866,0.17633549476613974,0.1705691235214089,0.11441723967960794,1.0374725400859546,1.5466269098565741,-0.10250340790619239,1.720289094461288,0.052589641434262945,0.2026910975152516,0.2035757678503083,-0.02254399367949189,-0.027240273084168543,0.11383123135516135,-0.22759124324864632,2025-03-17,2026-03-16,100000.0,117557.76370144865,17557.763701448654,26753.076923076922,1800.0,0.009059796187886457
mlp_walkforward,0.14823090200414923,0.14886339185565767,0.15229780482067237,0.10606924244120536,0.9877292103569836,1.4182149983583427,-0.10162868632811384,1.4647772910794494,0.0506772908366534,0.2026910975152516,0.2035757678503083,-0.045281947811550816,-0.05471237599465062,0.12163729845334424,-0.43110775622927455,2025-03-17,2026-03-16,100000.0,114823.09020041492,14823.090200414925,26753.076923076922,1800.0,
ridge_walkforward,0.07251147341018238,0.07281063502742846,0.17329609486888853,0.12134407864434325,0.4921463137033804,0.7028528727709007,-0.10250340790619239,0.7103240420461168,0.048764940239043826,0.2026910975152516,0.2035757678503083,-0.10824028245824646,-0.13076513282287983,0.1171848591253066,-1.0033782513660052,2025-03-17,2026-03-16,100000.0,107251.14734101824,7251.147341018237,26753.076923076922,1800.0,
