date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,benchmark_value
2025-10-06,118925.57081504556,120150.46104041491,109831.14739499969,119300.96570455848,116565.13359310562,117902.36651664785,119456.01063724374
2025-10-07,118480.1544970874,120102.9330588214,109498.62828130883,118835.94282782741,116491.25439003031,117852.84638770459,119013.12604702741
2025-10-08,118775.68740163032,120255.35134721495,108876.10855850771,118741.65308455932,116804.51957600837,118086.25096143899,119722.8127809811
2025-10-09,119009.22152963848,119973.96991577095,108350.46756148043,118514.36071363554,115900.56222662996,117892.41080494125,119375.97217174368
2025-10-10,115835.56096430824,117511.0777157554,106672.49207251688,115954.22457392326,113197.36425777913,114745.85581503072,116149.49978953284
2025-10-13,118863.81820644914,119181.75668103943,108630.24283533612,117712.86808879649,114666.17734563118,116994.56771598109,117931.70849405075
2025-10-14,117678.55501988069,119511.95859300949,109093.26774418027,117638.2929755599,114816.58287216537,116488.38466629475,117787.63707852949
2025-10-15,118835.55382935038,119574.94607538266,109455.39226452199,117839.59331291431,115912.7204054471,117419.55292365623,118310.56013424588
2025-10-16,118531.36364683059,118853.70759940101,108447.09955387223,116690.8695944603,115413.24201645404,116580.87418578571,117504.84030741901
2025-10-17,118100.5107883223,119629.53578508926,108910.68531003426,117366.34719508108,116486.56578547998,117265.81974338803,118171.83477865669
2025-10-20,119208.79512299392,120367.50647259645,109905.50674956186,118249.939658185,117888.1290770284,118655.86463617497,119400.8732696349
2025-10-21,118639.0442717657,120157.15670905636,109264.30205203607,117769.45457114438,117885.15493631588,118179.63119987848,119399.08762028896
2025-10-22,116870.66043177558,119368.85554374139,108555.15009938566,117258.43504442494,117121.40576552246,117019.19501459559,118778.3458223535
2025-10-23,118581.22038234194,120003.39973888535,109159.25549185305,117535.64937816448,118069.75143337541,118366.87331633078,119482.6973844809
2025-10-24,120491.9740812251,121062.57634149455,110377.2027012626,119205.90683155123,118701.78627352366,119932.06044664125,120459.17537406622
2025-10-27,122988.08442180426,122502.55808657988,111815.67332774607,120601.79199027343,120812.57339942854,122410.05570130155,121880.31271510804
2025-10-28,124301.81794660598,123084.79505864003,111411.14583208975,121917.20538679062,121756.02172098141,123874.7785470312,122204.02698769436
2025-10-29,124532.7399689931,122840.04056366517,111388.86112750431,121481.70992839588,121941.5850929906,124278.38556877481,122262.72476588929
2025-10-30,123411.07533822623,123032.39218838254,112043.46894732409,121406.74973113985,121554.80677171543,124167.24894705125,120918.06547976141
2025-10-31,123507.66126611634,122948.72636792522,112042.93377809357,121281.24977447712,120942.15880073963,124017.00330221797,121314.70828478137
2025-11-03,124493.91793371565,122865.98568927718,112681.29166442806,121440.77771494201,121632.95299747383,124895.17229955056,121542.37857638879
2025-11-04,121005.67427783535,120570.97632095312,111846.67936299484,118410.12383244181,118232.81512788404,123142.92161601002,120101.66442117625
2025-11-05,122302.53683034687,121068.31139702334,112298.9236589746,119424.07561033501,119794.87712852289,123063.05749409397,120517.87315226112
2025-11-06,119492.1437138784,119796.00600454441,111773.79339410072,117106.8337212236,116714.31797734908,121333.51119312512,119224.79082315594
2025-11-07,119060.4950392047,120134.87115872314,111870.85386838007,116984.57835945055,116783.04580443732,121481.01691161956,119342.17549144
2025-11-10,122093.88757296835,122098.43881058105,113465.34068287241,119083.72153185461,119199.75778983471,123842.83792076152,121204.43354956376
2025-11-11,121134.0105269856,121933.50922394941,114131.49743793847,118525.94771736769,118256.17659246526,123512.31563608865,121481.89514884795
2025-11-12,122475.09721990513,122631.75785319065,114904.3727387428,120244.43985670019,119755.91080425172,124573.07066962919,121549.48850945524
2025-11-13,119765.72451393509,121190.78864566878,113600.59557240154,117738.79300737122,116475.16304940924,122621.55476796521,119532.48869215767
2025-11-14,119702.85517596285,121670.43487983526,113107.29994307336,117895.36188257807,116526.63541115602,123000.46010638306,119512.93365419847
2025-11-17,118782.0399869737,120532.8021619014,112762.41547650783,116040.4036489792,114424.23828386373,121701.46998274112,118399.49418215836
2025-11-18,116785.14037546744,120015.71992887481,112227.57117914071,114850.83776090528,112646.18764503991,120282.09644010944,117405.23591585403
2025-11-19,118337.80124101989,121790.29849941205,113345.17285338382,116586.42564597928,113606.20872238721,121485.35481106261,117858.79084972295
2025-11-20,114696.01540108958,119397.49251302588,111605.89416197062,113425.09047545966,110022.89330763536,118977.7438336142,116062.3513909663
2025-11-21,115611.61267210936,119989.70318867208,112612.37244077469,113799.90057269279,110518.52404654927,118906.02737764583,117218.4722376167
2025-11-24,120201.36127893852,122842.85626207672,114272.96324247336,116764.35393004678,113978.14986272198,121542.32664721663,118943.75792517989
2025-11-25,120021.42476113273,122996.18169732562,115292.93629868218,117046.4949031777,113417.50121529412,122010.11658687914,120062.53256904629
2025-11-26,121444.30767235745,124356.7656630993,115788.41669564144,118867.98161205751,115288.20667902235,123344.15194659626,120891.38962063
2025-11-28,123502.9337760336,126164.4562227281,116782.09692364148,121023.00490868869,117488.39927453527,124248.19207840545,121551.26327069543
2025-12-01,121862.7632406239,124652.27854807109,115738.47851075558,119417.08420716354,115651.84798033319,122671.28841405362,120996.3291840213
2025-12-02,123092.06995041689,125725.98548799772,115354.7873604553,118954.65180501659,116552.90606164634,123316.92484359504,121220.4390650426
2025-12-03,123458.77981453229,126197.85591490335,116304.24264434307,120105.43214475324,117480.40437397442,124220.89147494317,121640.19731860788
2025-12-04,121696.65037451658,124291.1474458667,115646.38936340799,119754.37292155872,116165.76762751087,122724.85910812771,121729.13136652035
2025-12-05,122572.81512171665,125042.05561501197,115637.42271654855,120253.29140186751,117034.35334886947,123272.98395463581,121960.35118060811
2025-12-08,122017.86485846266,123958.64253434446,114585.09264627403,120117.42595901487,116593.15492171733,122527.20945624096,121593.95553341148
2025-12-09,121923.93804241822,123921.94533119521,113854.80933692103,119667.17536125494,115951.71044737345,121973.11239509123,121489.00508191438
2025-12-10,123542.1785929838,125336.85366170411,115791.9107453734,121532.36857296019,117703.39807825041,123764.04825630478,122294.74668495277
2025-12-11,122757.84158089157,124294.6187570178,116080.41551966175,122068.78520007743,117783.04188213823,123483.86556850358,122579.31821730339
2025-12-12,120435.85331674376,121799.78680483859,115999.43626243144,119976.39534081999,115241.1021948706,121104.88030826581,121261.34567841269
2025-12-15,120319.29221824587,121452.8952486235,116877.99218503362,119980.27256778469,115258.46922407448,120966.80846334083,121078.14241076149
2025-12-16,119198.15204423327,120542.07258882561,115107.51961513041,118461.4310580897,114087.40577382108,119528.43812217604,120747.3182051087
2025-12-17,116811.23336529497,118303.72059492355,114566.14013394955,117544.35899915174,112415.94380996331,118229.98109577347,119418.6644344597
2025-12-18,117599.47000638957,119318.84663999455,114960.68157635699,118042.95776987255,113078.81443125833,118757.43699868236,120320.42824226545
2025-12-19,118970.96850921938,120864.50910078283,115806.11338118452,119550.58330560205,114707.54521000473,120206.91126195948,121410.94825166407
2025-12-22,118938.30762549015,120960.49256490062,116629.28975504352,120374.08214261773,115157.23061883246,120769.51732946679,122167.32318315064
2025-12-23,119169.72970051915,121612.18867644925,117040.47427311858,121069.15025366709,115666.03674795444,121415.21279955945,122725.68702314165
2025-12-24,119492.59376876526,121885.08699411352,117518.16755174172,121617.66714621955,116140.76978229353,121742.58911992828,123157.38952873433
2025-12-26,119598.71266262383,121992.1793751223,117472.85708621587,121627.9236776299,116178.84125031802,121829.00811815349,123144.90087141853
2025-12-29,119587.31565407627,122081.20123581214,117447.2570711155,121251.32863933012,115837.77034506864,121885.14948577713,122706.05576844211
2025-12-30,119719.1899401762,122292.49460917155,117424.04729832358,121152.0753414192,115924.85682014497,122159.81970862618,122556.21365686382
2025-12-31,119006.17295962028,121386.88927341232,116850.69610274647,120323.08046635291,115057.18597595315,121256.56275504924,121648.20007634728
2026-01-02,119584.89277681398,122900.74524064538,118193.21649988863,121574.4158725017,116492.10212386116,122768.79337724962,121871.18848247449
2026-01-05,120392.69628404852,124124.51632988262,118789.15617568295,122248.73984178333,117652.05983139593,123991.25056985198,122682.86410315639
2026-01-06,120462.8300026999,123798.92688465197,118422.31962807315,122466.8987744837,117343.44820475369,123666.01069234704,123412.48695877119
2026-01-07,121024.57965941432,123808.47307407873,118942.42518263966,122980.89581518361,117352.49660939451,123675.54663254805,123014.67912643407
2026-01-08,120660.0149639182,123679.66287736296,118576.76324588695,122178.68547867102,117230.40320336164,123546.87473235316,123002.19046911824
2026-01-09,120717.50427105403,123828.8629548717,118651.64161978386,122026.37780375734,117371.82326254845,123695.91462183205,123815.65173914608
2026-01-12,121136.65018638306,123696.457082375,119099.35573697496,122345.91557721792,117246.32167677302,123563.65090633827,124010.0915319498
2026-01-13,120743.61275368402,123514.58364197612,119790.62255523671,122144.0372384646,117073.93200288554,123381.9727335866,123762.1366992967
2026-01-14,120574.60161121034,122735.9417366207,119505.23594207964,121286.25424976587,116335.89227677179,122604.16681380742,123153.81823004244
2026-01-15,120966.42672477617,123818.32431344222,120561.31078602806,122543.38748854403,117361.83415718345,123685.3872951702,123489.19366390623
2026-01-16,120401.6163203316,123799.33032390197,120332.69116917773,122377.09615996423,117343.83060671734,123666.4136984462,123385.72399479357
2026-01-20,118402.6223205553,121121.46781953628,118149.74254867696,119635.33056477939,114805.60488870875,120991.42626979038,120873.99042761278
2026-01-21,119964.23992319005,123027.45261098578,120028.75059918305,121158.1357354615,116612.20235512209,122895.36470875975,122269.00720291733
2026-01-22,121012.44398801785,123836.2983432896,120773.77143915732,121983.43824974948,117378.87093362006,123703.34202727675,122907.63815862953
2026-01-23,120087.84977155678,122718.78278854422,120075.43555606667,120847.50685827214,116319.62807977485,122587.02628836271,122952.235839855
2026-01-26,121288.1596829732,123837.96233556877,121098.19061539344,122052.5219011009,117380.44815724173,123705.00423301767,123576.60337701121
