model_name,window_count,avg_ending_capital,median_ending_capital,avg_profit_dollars,avg_cagr,median_cagr,avg_sharpe,median_sharpe,avg_sortino,avg_max_drawdown,avg_information_ratio,beat_baseline_windows
configured_baseline,4,119065.48269156099,117715.85905584606,19065.482691560992,0.1990841576052158,0.1977047557453866,1.0268888489046148,1.1257970926293885,1.6078173042914818,-0.1572566919740123,0.30277425865308266,0
ridge_walkforward,4,117461.80405944487,107715.85252517766,17461.804059444865,0.17824219937560704,0.09201919886930476,0.8330866961140327,0.5682140018844878,1.3347951385158694,-0.1609995007642224,0.07090710329879729,2
mlp_walkforward,4,114183.89813915099,105759.20800892818,14183.898139150984,0.1502030260213,0.08008020568796326,0.7595271333095495,0.5488790529842955,1.219533121405252,-0.17389153713197705,-0.10804775779841283,1
tree_walkforward,4,108490.69387373293,102314.12180340203,8490.69387373293,0.09154072051488824,0.043122686509913744,0.43164293165692635,0.3083964762300476,0.8754389517144536,-0.19153513024958688,-0.6435488357820804,1
