total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
10.88732888903528,0.3536773559355415,0.24773620780955524,1.3470235020655312,-0.29583088177068273,0.03446601941747573,1.792019312890738,0.1338333928494253
