date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,benchmark_value
2025-03-13,100000.0,100000.0,100000.0,100000.0,100000.0
2025-03-14,102254.55679804292,100000.0,100000.0,100000.0,102065.56752124731
2025-03-17,102701.27141691989,100000.0,100000.0,100000.0,102852.62369977437
2025-03-18,101257.61858669482,100000.0,100000.0,100000.0,101740.96186124266
2025-03-19,102200.54129823533,100000.0,100000.0,100000.0,102848.99531938929
2025-03-20,101910.21210809465,100000.0,100000.0,100000.0,102551.59131356774
2025-03-21,103444.95115574164,100000.0,100000.0,100000.0,102585.422601047
2025-03-24,105760.24776792827,100000.0,100000.0,100000.0,104422.57013860856
2025-03-25,106832.02581719069,100000.0,100000.0,100000.0,104673.58910876671
2025-03-26,105935.229395987,100000.0,100000.0,100000.0,103423.95922596341
2025-03-27,105804.7013530559,100000.0,100000.0,100000.0,103149.29978977787
2025-03-28,103282.15772377605,100000.0,100000.0,100000.0,101072.05201932802
2025-03-31,104316.85909197565,99905.0,99905.0,99905.0,101750.52555522058
2025-04-01,104848.73235174519,101082.02726136228,100230.32355559983,101114.98319296537,102037.90672016359
2025-04-02,105267.47514359394,102044.35995291539,101286.67628946764,102159.31740470586,102683.64644165628
2025-04-03,101671.68506785262,93258.95460469757,94908.81211615926,94964.21200135557,97623.32125814313
2025-04-04,96004.80260611944,88478.82526621004,89269.66158655398,90435.33325599204,91908.15740541238
2025-04-07,95816.7389939606,91351.5259974072,89854.7920663423,92763.14466447147,91744.4491379461
2025-04-08,95400.58339503201,90506.60172847172,89309.70899629264,91949.52178830207,90307.48172035402
2025-04-09,102060.0045605063,104289.0676764586,99545.77962052412,104942.3818800453,99791.51371102234
2025-04-10,99377.86219219366,98155.62208753591,96151.68335197754,99866.95988114961,95418.75541177414
2025-04-11,101498.09815840458,100541.52156557978,99249.04245497443,102854.1467030152,97121.28331782686
2025-04-14,101763.8550127519,99137.99833133713,99546.64770214233,101921.41442497527,98063.49755263503
2025-04-15,101343.4862353981,98764.44506124494,99362.40407527017,101861.17069744544,97788.82691774462
2025-04-16,100127.53578195008,95032.67628835348,97293.48077591594,98017.92828213445,95615.19189428781
2025-04-17,101406.24276564576,93656.75836467264,98011.9715066439,96397.32667999725,95751.60331857941
2025-04-21,99287.63248061595,90603.39267707044,95752.05023285965,93483.42080691092,93472.4540976285
2025-04-22,101661.55395021543,92926.47150634078,98152.80870608038,95640.8377531355,95904.40964683314
2025-04-23,102411.05234618779,96560.4451020532,100170.36175898292,98942.0933970938,97390.47778602497
2025-04-24,103905.87624689098,100170.12343604141,102482.83714589852,102869.35915977355,99440.45671006237
2025-04-25,104114.71017231735,102662.43301684641,103060.75566902875,105068.80387557129,100158.93201982975
2025-04-28,104086.24724036854,102125.55273831589,103183.10917454012,104362.77296847205,100197.13080221697
2025-04-29,104681.56615762769,102193.72870316381,103612.99990400288,104403.02710944542,100828.30100864495
2025-04-30,104152.64557125674,101616.60909940004,103950.89826324549,104083.90042168926,100868.33637863449
2025-05-01,107005.95326597035,103156.17821048433,104951.16734661421,105439.50948774625,101583.1721093119
2025-05-02,109256.33049191681,105390.97354030791,106680.74442431176,107499.17476569387,103091.08892174836
2025-05-05,109112.04799648895,105051.96495627203,105786.71355122044,107333.03013358718,102499.93168790014
2025-05-06,108409.06430484538,104477.3620172033,105620.23202794591,106656.52259620608,101643.19716753396
2025-05-07,108947.91324365453,105763.64569682597,106118.94624907621,105345.37455549318,102070.66293197325
2025-05-08,110047.37012460617,106618.10360046993,107261.27993481085,106609.49117296845,102781.87028226559
2025-05-09,110104.50680207701,106485.75935990481,107582.21872387426,106381.38970830853,102650.91262725648
2025-05-12,113341.91059720564,110386.48232104478,110572.70481735306,109847.38466854475,106043.25790930928
2025-05-13,114504.50175814098,113002.84786550229,111786.0746389689,111157.25584352866,106743.55772103665
2025-05-14,114767.53289850951,114152.84670819297,111580.54847015075,112155.67570723566,106879.98034403316
2025-05-15,115600.29834827274,114817.8235026817,112599.12727044863,112682.28047150809,107402.01917128684
2025-05-16,115618.2916585574,114882.3743746568,112453.32060530884,112996.4761847977,108082.30689737192
2025-05-19,116091.7376210224,115110.77535094212,112218.76489080847,113243.9525699,108200.53162491863
2025-05-20,116324.57895094159,115143.37716051846,112103.99856755955,113098.68414585628,107836.74169649626
2025-05-21,114964.92138139729,113606.73925328757,110791.83893267918,112855.27174361047,106019.6174432819
2025-05-22,114968.51931827948,113684.62764665905,110487.01467933615,113090.50101864226,106061.44460605418
2025-05-23,114219.12141429281,112908.36444960992,110052.10271232811,112252.4371992499,105337.50432829943
2025-05-27,116400.79799617254,115298.84073740304,111668.2816245334,114475.17694586,107527.53425571838
2025-05-28,116330.53884349849,115287.74389427385,111431.35173792418,114517.68818873244,106905.43500025307
2025-05-29,116675.66310093405,116440.35581911479,111835.88425066919,114700.03862070774,107327.43579670494
2025-05-30,117558.07813920216,116413.05323358007,112483.5380185663,115448.71823888898,107207.38568026082
2025-06-02,118956.25926032667,118683.26880402802,113824.30383830768,117165.33540320053,107811.28704027634
2025-06-03,120903.62588515566,119573.50760519471,115051.7142643529,118989.97460679126,108426.09593885683
2025-06-04,121353.60464313092,120616.2150815905,115129.90249918366,119273.48396306198,108396.97930613716
