date,ticker,open,high,low,close,volume,ret_1,ret_20,ret_60,vol_20,sma_50,sma_200,trend_ok,llm_score,enough_history,score,selected,weight
2025-03-31,AAPL,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,0.019412553869742055,-0.0667983917682391,-0.11199489534601614,0.01958867285754741,229.17480010986327,227.715858001709,False,0.0,True,,False,0.0
2025-03-31,AMZN,188.19000244140625,191.3300018310547,184.3999938964844,190.25999450683597,63547600,-0.01276466738421178,-0.07199302242726358,-0.13277726862597783,0.020651033455560724,216.09419982910157,200.21945030212402,False,0.0,True,,False,0.0
2025-03-31,AVGO,163.51020338452625,166.93965006119086,159.66324513451602,166.43267822265625,35656400,-0.009992984751705736,-0.10371656644900795,-0.2756356059256211,0.03544381559387584,206.38554992675782,181.80691818237304,False,0.0,True,,False,0.0
2025-03-31,COST,917.3325488485171,989.576630166124,917.0142857635636,940.6249389648438,3102000,0.017339704557432833,-0.09654677917311327,0.03334715939477517,0.02104633257867136,979.8928479003906,911.8728964233399,False,0.0,True,-0.24233337444464462,True,0.25
2025-03-31,GOOGL,152.58093987828155,155.00253588696825,150.13940872047658,154.10565185546875,54603500,0.0020087861948854258,-0.07300097964175378,-0.18215474544480748,0.022401383311210315,178.28977966308594,173.86008995056153,False,0.0,True,,False,0.0
2025-03-31,JPM,234.5996231402057,240.92002258119436,232.5908100746605,240.37127685546875,13603000,0.010088527975936845,-0.05878277387181596,0.028604904860243474,0.01958474453564278,251.79522186279297,224.24574142456055,False,0.0,True,0.0758642290428806,True,0.25
2025-03-31,META,562.2284810192266,577.3941949049992,552.0514847999954,575.0594482421875,21124700,-0.0006588893958900943,-0.1193454772230097,-0.014751578531944642,0.027167401993046923,650.0914819335937,574.1468202209472,False,0.0,True,,False,0.0
2025-03-31,MSFT,369.7096714477169,374.2052539943911,364.4499195195616,372.53802490234375,35184700,-0.009001954341757767,-0.03372018322335435,-0.10760907610508919,0.015880209454507525,401.4154388427735,417.6484898376465,False,0.0,True,-0.03495572661511431,True,0.25
2025-03-31,NVDA,105.10522740758996,110.9338556226425,103.6255803841977,108.35446166992188,299212700,-0.011762626571884982,-0.04971096022629373,-0.19286647214401265,0.03309872178282651,124.39043685913086,127.52291568756104,False,0.0,True,,False,0.0
2025-03-31,XOM,113.87726202486216,115.9268426886664,113.87726202486216,114.9793930053711,21652300,0.010192768477405245,0.10365637488660884,0.11549504463881277,0.013595679275034522,106.96553939819336,108.97429496765136,False,0.0,True,1.7612889163084544,True,0.25
2025-04-30,AAPL,208.39173986928208,212.65316547487808,205.7731479657814,211.57785034179688,52286500,0.006107623740076784,-0.047896433729625265,-0.06699862559261482,0.05098021851383887,216.08839660644531,226.04602012634277,False,0.0,True,,False,0.0
