date,ticker,open,high,low,close,volume,ret_1,ret_20,ret_60,vol_20,sma_50,sma_200,trend_ok,llm_score,future_return,label_available_date,trend_flag,price_vs_sma50,sma50_vs_sma200,enough_history,has_model_features,has_training_label,predicted_return,selected,weight,train_sample_count,validation_sample_count
2025-03-31,AAPL,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,0.019412553869742055,-0.0667983917682391,-0.11199489534601614,0.01958867285754741,229.17480010986327,227.715858001709,False,0.0,-0.04916036529847967,2025-04-29,0.0,-0.034945983173790496,0.006406853352054709,True,True,True,,False,0.0,0.0,0.0
2025-03-31,AMZN,188.19000244140625,191.3300018310547,184.3999938964844,190.25999450683597,63547600,-0.01276466738421178,-0.07199302242726358,-0.13277726862597783,0.020651033455560724,216.09419982910157,200.21945030212402,False,0.0,-0.015084595816512558,2025-04-29,0.0,-0.11955066513907653,0.07928675012853703,True,True,True,-0.30636814410614716,True,0.25,15210.0,600.0
2025-03-31,AVGO,163.51020338452625,166.93965006119086,159.66324513451602,166.43267822265625,35656400,-0.009992984751705736,-0.10371656644900795,-0.2756356059256211,0.03544381559387584,206.38554992675782,181.80691818237304,False,0.0,0.14179067805032397,2025-04-29,0.0,-0.19358366764669355,0.13519084966684058,True,True,True,-0.31070301185571125,True,0.25,15210.0,600.0
2025-03-31,COST,917.3325488485171,989.576630166124,917.0142857635636,940.6249389648438,3102000,0.017339704557432833,-0.09654677917311327,0.03334715939477517,0.02104633257867136,979.8928479003906,911.8728964233399,False,0.0,0.0485525493506378,2025-04-29,0.0,-0.040073676442976325,0.07459367609657774,True,True,True,,False,0.0,0.0,0.0
2025-03-31,GOOGL,152.58093987828155,155.00253588696825,150.13940872047658,154.10565185546875,54603500,0.0020087861948854258,-0.07300097964175378,-0.18215474544480748,0.022401383311210315,178.28977966308594,173.86008995056153,False,0.0,0.035695741597478126,2025-04-29,0.0,-0.1356450597073927,0.025478473603597118,True,True,True,,False,0.0,0.0,0.0
2025-03-31,JPM,234.5996231402057,240.92002258119436,232.5908100746605,240.37127685546875,13603000,0.010088527975936845,-0.05878277387181596,0.028604904860243474,0.01958474453564278,251.79522186279297,224.24574142456055,False,0.0,0.0033702846675536247,2025-04-29,0.0,-0.045369983285661,0.12285397378438279,True,True,True,,False,0.0,0.0,0.0
2025-03-31,META,562.2284810192266,577.3941949049992,552.0514847999954,575.0594482421875,21124700,-0.0006588893958900943,-0.1193454772230097,-0.014751578531944642,0.027167401993046923,650.0914819335937,574.1468202209472,False,0.0,-0.03803179740885321,2025-04-29,0.0,-0.11541765394038916,0.13227393941400023,True,True,True,,False,0.0,0.0,0.0
2025-03-31,MSFT,369.7096714477169,374.2052539943911,364.4499195195616,372.53802490234375,35184700,-0.009001954341757767,-0.03372018322335435,-0.10760907610508919,0.015880209454507525,401.4154388427735,417.6484898376465,False,0.0,0.04968156007302493,2025-04-29,0.0,-0.07193897181353914,-0.03886773540395971,True,True,True,-0.31461142152810884,True,0.25,15210.0,600.0
2025-03-31,NVDA,105.10522740758996,110.9338556226425,103.6255803841977,108.35446166992188,299212700,-0.011762626571884982,-0.04971096022629373,-0.19286647214401265,0.03309872178282651,124.39043685913086,127.52291568756104,False,0.0,0.005905196899981036,2025-04-29,0.0,-0.1289164633079417,-0.024564046481692303,True,True,True,-0.3144930605478599,True,0.25,15210.0,600.0
2025-03-31,XOM,113.87726202486216,115.9268426886664,113.87726202486216,114.9793930053711,21652300,0.010192768477405245,0.10365637488660884,0.11549504463881277,0.013595679275034522,106.96553939819336,108.97429496765136,False,0.0,-0.08887581558744373,2025-04-29,0.0,0.07491995695309961,-0.0184332972289869,True,True,True,,False,0.0,0.0,0.0
2025-04-30,AAPL,208.39173986928208,212.65316547487808,205.7731479657814,211.57785034179688,52286500,0.006107623740076784,-0.047896433729625265,-0.06699862559261482,0.05098021851383887,216.08839660644531,226.04602012634277,False,0.0,-0.05782489297896731,2025-05-29,0.0,-0.02087361623985462,-0.04405131094248815,True,True,True,,False,0.0,0.0,0.0
2025-04-30,AMZN,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500,-0.015849304820837684,-0.04032887585910583,-0.2232330907621599,0.04341849567012118,194.02300048828124,199.0679002380371,False,0.0,0.11538878099219207,2025-05-29,0.0,-0.04949414396833807,-0.02534260794293497,True,True,True,,False,0.0,0.0,0.0
2025-04-30,AVGO,184.7926597646488,192.0491795307309,182.9238685093533,191.3235321044922,22768900,0.006800204594709314,0.14211954774227298,-0.11334032369998759,0.05961623356538161,184.2878924560547,182.66503395080565,True,0.0,0.2571830508066344,2025-05-29,1.0,0.038177438325825985,0.008884341300295695,True,True,True,-0.010986819965493163,True,0.25,15430.0,600.0
2025-04-30,COST,984.6038735506222,992.3215863526676,971.2271724209796,989.079345703125,2212400,0.00282336306949027,0.0420157692480565,-0.010171939749103465,0.02283361101461033,963.1220532226563,923.1917834472656,True,0.0,0.015640346271748484,2025-05-29,1.0,0.026951197300087104,0.04325241026982285,True,True,True,0.01628035761299313,True,0.25,15430.0,600.0
2025-04-30,GOOGL,157.43409270690867,158.7196436016194,154.86300612354924,158.2512664794922,34981100,-0.00849151087918365,0.011014147747600234,-0.20994437469909621,0.031205158668766577,162.06515167236327,170.98219482421874,False,0.0,0.082241852522694,2025-05-29,0.0,-0.023533036889888392,-0.05215188143433758,True,True,True,-0.29137096512825555,True,0.25,15430.0,600.0
2025-04-30,JPM,237.8193419445802,241.7729683625272,235.07840628381985,241.181396484375,12991700,0.0,0.010123691401112467,-0.07752052809080434,0.03425190050519689,237.59906494140623,228.06660720825195,True,0.0,0.08073736763308026,2025-05-29,1.0,0.015077212293963305,0.04179681475442831,True,True,True,-0.016343617091501794,True,0.25,15430.0,600.0
2025-04-30,META,537.1851129255415,547.8609194224242,528.305171612182,547.7611694335938,29244000,-0.009811719536728103,-0.06313982628063386,-0.21215775527632408,0.048644490302296194,586.5601770019531,576.6305741882325,False,0.0,0.17495444602657817,2025-05-29,0.0,-0.06614667870340296,0.017220042186800955,True,True,True,,False,0.0,0.0,0.0
2025-04-30,MSFT,387.3347110069874,393.6464071015826,381.5192464831796,392.2570495605469,36461100,0.003096191958594563,0.034197653690663854,-0.036180971368600545,0.030197314061175037,383.3242199707031,410.14242935180664,False,0.0,0.16258174148804372,2025-05-29,0.0,0.023303587731885234,-0.06538755188895551,True,True,True,,False,0.0,0.0,0.0
2025-04-30,NVDA,104.44538450923936,108.8943328857422,104.0554770168086,108.8943328857422,235044600,-0.0009173250395855259,-0.011166620560822849,-0.06626087966833627,0.05881503578568689,113.4774855041504,125.19686641693116,False,0.0,0.2779104992518038,2025-05-29,0.0,-0.040388210912908895,-0.0936076217255537,True,True,True,,False,0.0,0.0,0.0
2025-04-30,XOM,103.85171829894888,103.85171829894888,100.69034447654252,102.12117767333984,20379300,-0.025193921945028674,-0.11265132899838115,-0.004810730999289192,0.03011696142096273,106.3052278137207,108.69424087524413,False,0.0,-0.018879022372949028,2025-05-29,0.0,-0.03935883706220544,-0.021979205542872027,True,True,True,,False,0.0,0.0,0.0
