model_name,window_count,avg_ending_capital,median_ending_capital,avg_profit_dollars,avg_cagr,median_cagr,avg_sharpe,median_sharpe,avg_sortino,avg_max_drawdown,avg_information_ratio,beat_baseline_windows
configured_baseline,2,119789.64433991804,119789.64433991804,19789.64433991805,0.199918082694851,0.199918082694851,1.1791274497685973,1.1791274497685973,1.6929569588279838,-0.12488143750412123,0.3685191078026913,0
mlp_walkforward,2,116372.66815601132,116372.66815601132,16372.668156011328,0.1722274850733212,0.1722274850733212,1.138077185490677,1.138077185490677,1.674304115496657,-0.12988754121848056,0.21281113561214027,0
tree_walkforward,2,110620.0735868652,110620.0735868652,10620.073586865197,0.11256601690208656,0.11256601690208656,0.6836441665296135,0.6836441665296135,0.9979957065597842,-0.1538333707510216,-0.3791800329604817,0
ridge_walkforward,2,107610.9434288145,107610.9434288145,7610.943428814506,0.08343179595626882,0.08343179595626882,0.5495795337958129,0.5495795337958129,0.7738845854503559,-0.14275363506259053,-0.5767036681977475,0
