model_name,window_label,total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio,eval_start,eval_end,starting_capital,ending_capital,profit_dollars,rebalance_count,avg_train_sample_count,avg_validation_sample_count,avg_validation_mse,baseline_ending_capital,ending_capital_gap_vs_baseline,beat_baseline
configured_baseline,2022-03-10_to_2023-03-10,-0.041667266190349106,-0.041667266190349106,0.20062346970050884,0.14390840517778905,-0.11170163502165185,-0.1557238408804383,-0.24355128255880532,-0.17108210538898955,0.04,-0.0824482970989251,-0.0824482970989251,0.04444548550194649,0.04078103090857599,0.11482432224111186,0.31509581195973363,2022-03-10,2023-03-10,100000.0,96254.91461445669,-3745.085385543309,12,,,,96254.91461445669,0.0,False
mlp_walkforward,2022-03-10_to_2023-03-10,-0.10677926727972986,-0.10677926727972986,0.23417572250025268,0.16736512816237759,-0.36498108901704607,-0.5106781272653949,-0.22955641830393714,-0.46515478882560385,0.045714285714285714,-0.0824482970989251,-0.0824482970989251,-0.026517274289695303,-0.024330970180804767,0.09677771172499787,-0.27774037122640494,2022-03-10,2023-03-10,100000.0,89322.07327202702,-10677.926727972983,12,9907.0,1200.0,,96254.91461445669,-6932.841342429674,False
tree_walkforward,2022-03-10_to_2023-03-10,-0.11784637565472034,-0.11784637565472034,0.21403444999825744,0.15845799363629673,-0.4783176077849164,-0.6460794041208673,-0.23476998295799612,-0.5019652605069398,0.0419047619047619,-0.0824482970989251,-0.0824482970989251,-0.038578838057708564,-0.03539807855579524,0.10691562772158313,-0.4095361398634413,2022-03-10,2023-03-10,100000.0,88215.36243452797,-11784.637565472032,12,9907.0,1200.0,0.009156038415323343,96254.91461445669,-8039.5521799287235,False
ridge_walkforward,2022-03-10_to_2023-03-10,-0.13874833790307817,-0.13874833790307817,0.221148836152188,0.16733924698909192,-0.5641226401098306,-0.7455218518792598,-0.25391500148813706,-0.5464361581234124,0.040952380952380955,-0.0824482970989251,-0.0824482970989251,-0.061358984595795585,-0.05630004080415307,0.10103946469657178,-0.6548375218290394,2022-03-10,2023-03-10,100000.0,86125.16620969218,-13874.83379030782,12,9907.0,1200.0,,96254.91461445669,-10129.748404764512,False
tree_walkforward,2023-03-13_to_2024-03-12,0.5059949753819197,0.5059949753819197,0.1759416152194677,0.107997287083717,2.416803608688192,3.9372871491783017,-0.10565163812953071,4.789277140800801,0.03142857142857143,0.35947334908454387,0.35947334908454387,0.10777822632274625,0.14652162629737586,0.10553524793415192,1.0498240835885442,2023-03-13,2024-03-12,100000.0,151877.95629984606,51877.95629984606,12,14923.666666666666,1200.0,0.005790367608491606,143580.22132426727,8297.734975578787,True
configured_baseline,2023-03-13_to_2024-03-12,0.44173608096620653,0.44173608096620653,0.16159022407861245,0.09695337123950507,2.346149873657425,3.9102805705412713,-0.12798961604183967,3.451343121631082,0.04476190476190476,0.35947334908454387,0.35947334908454387,0.06051073523218209,0.08226273188166267,0.09263806378330126,0.6983306378851034,2023-03-13,2024-03-12,100000.0,143580.22132426727,43580.22132426727,12,,,,143580.22132426727,0.0,False
ridge_walkforward,2023-03-13_to_2024-03-12,0.41449223920581857,0.41449223920581857,0.1438924280724275,0.09289195606456312,2.4835147777700577,3.847038932829791,-0.08958658356176152,4.626722247088094,0.040952380952380955,0.35947334908454387,0.35947334908454387,0.04047073828870862,0.0550188901212747,0.075627920930808,0.5677279682763338,2023-03-13,2024-03-12,100000.0,141443.19803917743,41443.19803917743,12,14923.666666666666,1200.0,,143580.22132426727,-2137.0232850898465,False
mlp_walkforward,2023-03-13_to_2024-03-12,0.35248465799817996,0.35248465799817996,0.13828605586325413,0.0884633078885406,2.2538725963120307,3.5232590686633984,-0.11094313355083119,3.1771651540442645,0.05238095238095238,0.35947334908454387,0.35947334908454387,-0.005140734160820504,-0.006988691086363907,0.07572512283147094,-0.036232808442201114,2023-03-13,2024-03-12,100000.0,135223.08009282872,35223.08009282872,12,14923.666666666666,1200.0,,143580.22132426727,-8357.141231438552,False
configured_baseline,2024-03-13_to_2025-03-14,0.15750037059057242,0.15750037059057242,0.1561975938210306,0.1094741961539453,1.0147843880729661,1.447892610613445,-0.1508717380218214,1.0439355485372104,0.04666666666666666,0.10304058807201333,0.10304058807201333,0.04937241939006842,0.0544597825185591,0.094478320903787,0.5426259433774212,2024-03-13,2025-03-14,100000.0,116333.77180802042,16333.771808020421,12,,,,116333.77180802042,0.0,False
mlp_walkforward,2024-03-13_to_2025-03-14,0.07158640052094611,0.07158640052094611,0.15715906065649832,0.11387139217744649,0.5187030705045269,0.7158855772405194,-0.1707487421826872,0.41924994354778033,0.047619047619047616,0.10304058807201333,0.10304058807201333,-0.028515893151353056,-0.031454187551067214,0.08750825958436807,-0.29393344647747893,2024-03-13,2025-03-14,100000.0,107209.88702876959,7209.88702876959,12,19945.333333333332,1282.5,,116333.77180802042,-9123.884779250831,False
ridge_walkforward,2024-03-13_to_2025-03-14,0.0037408982862474627,0.0037408982862474627,0.16266474055963323,0.12056452181292752,0.10449682713941963,0.14098632848486883,-0.19091962743020174,0.019594100075515267,0.04,0.10304058807201333,0.10304058807201333,-0.09002360462485803,-0.09929968978576587,0.0847238399022628,-1.0651375396013334,2024-03-13,2025-03-14,100000.0,100588.22664973765,588.226649737655,12,19945.333333333332,1282.5,,116333.77180802042,-15745.545158282766,False
tree_walkforward,2024-03-13_to_2025-03-14,-0.03568651248023513,-0.03568651248023513,0.17263828389728111,0.13261420906946722,-0.12376751547720548,-0.16112158436221763,-0.17697157602059455,-0.20165109721395158,0.045714285714285714,0.10304058807201333,0.10304058807201333,-0.12576790197242638,-0.13872710055224846,0.08897064526352172,-1.4455048937579915,2024-03-13,2025-03-14,100000.0,96907.99725828948,-3092.0027417105157,12,19945.333333333332,1282.5,0.005727521587803138,116333.77180802042,-19425.774549730937,False
mlp_walkforward,2025-03-17_to_2026-03-17,0.26559407195223894,0.26559407195223894,0.16437988053579167,0.11220488818536715,1.5157857918389492,2.220622393640341,-0.10903450725929609,2.43587171280214,0.05047619047619048,0.20585489372398524,0.20585489372398524,0.049540934435124306,0.0597391782282537,0.11023220368842962,0.40343334077729487,2025-03-17,2026-03-17,100000.0,125139.89001816664,25139.89001816664,13,26510.076923076922,1800.0,,122956.29250334774,2183.5975148189027,True
tree_walkforward,2025-03-17_to_2026-03-17,0.2519281174499177,0.2519281174499177,0.17618710973856277,0.11888896171808687,1.36376580013453,2.0210282873506435,-0.12438199953821094,2.0254387160943157,0.045714285714285714,0.20585489372398524,0.20585489372398524,0.038207933612681044,0.04607322372593248,0.10664403946418152,0.3336765343822397,2025-03-17,2026-03-17,100000.0,123751.34924209163,23751.34924209163,13,26510.076923076922,1800.0,0.00923913623131864,122956.29250334774,795.0567387438932,True
configured_baseline,2025-03-17_to_2026-03-17,0.23942037678238237,0.23942037678238237,0.1727598855296952,0.11977326428041503,1.3295776350465063,1.9177708933080881,-0.0988911550299566,2.42104945290462,0.045714285714285714,0.20585489372398524,0.20585489372398524,0.02783542467098865,0.03356548305839713,0.1543202929190664,0.16202884517281488,2025-03-17,2026-03-17,100000.0,122956.29250334774,22956.292503347737,13,,,,122956.29250334774,0.0,False
ridge_walkforward,2025-03-17_to_2026-03-17,0.15268559831073958,0.15268559831073958,0.17466963934368435,0.12090532747705493,0.9009685429845927,1.301612209710024,-0.1049534503400672,1.45479350908438,0.045714285714285714,0.20585489372398524,0.20585489372398524,-0.04409261486599392,-0.053169295413245665,0.10547745667765634,-0.44864080166971965,2025-03-17,2026-03-17,100000.0,114275.75712612206,14275.757126122058,13,26510.076923076922,1800.0,,122956.29250334774,-8680.535377225679,False
