date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,lstm_walkforward_value,transformer_walkforward_value,benchmark_value
2025-04-28,92011.5179965501,96881.98284908276,97499.6383309779,97885.44829983261,95640.8141174619,96485.98232124015,96249.57238262537,97433.63430136301,97421.59414495286
2025-04-29,91814.60768992241,96867.71740460694,97512.3840403365,98163.23156848902,95980.28041166082,96713.51353828215,96303.34242105747,97828.03555402721,98035.29134556506
2025-04-30,91441.36942923306,96460.5959204274,97655.41600316958,97923.0585998237,95845.8624026238,96673.17552070488,95761.0978802303,97949.55233397208,98074.19592840078
2025-05-01,90330.83038379361,97169.48232655175,98100.89165972488,98282.32895775307,96162.421714509,96793.73405219795,96361.95067772856,98368.12207195153,98769.23016617584
2025-05-02,92152.52077753903,99137.66580626018,99976.64139553593,100345.44746302035,98117.58973830221,98431.51269484483,98210.06579803755,100251.54419961826,100235.38742562075
2025-05-05,91812.42094907309,98820.03597885546,99467.7066191389,99891.07099851289,97730.775139885,98330.71991620358,97978.33164359847,100007.79268639677,99660.60569633654
2025-05-06,90973.88025857965,98442.40765567051,99125.77587648456,99343.68782594406,96852.61942819737,97683.75798860916,97562.67437943988,99715.61573566018,98827.60337316783
2025-05-07,91779.27458602472,99445.98054774191,99784.20578241751,100208.06960504336,97538.04278218972,98213.67664426217,97344.38920704367,100423.3750026462,99243.22801112547
2025-05-08,91680.91154453448,100078.90063483005,100497.79495789208,101222.5238331001,97971.62920163615,98641.48428578276,98156.7776065982,100999.92406743614,99934.73437740911
2025-05-09,91331.20744492201,99985.88367032715,100605.97328992537,101445.89243747047,97890.60949278876,98471.67357170847,98020.99565828757,100957.99192460708,99807.40434895095
2025-05-12,92797.48230777202,102237.90616852322,102487.61848238394,103500.04395999086,99804.05987594198,99987.66251847162,100028.15226754165,102972.58027781462,103105.77908904264
2025-05-13,93274.47816300625,104202.4004507604,103827.39196144084,105001.81633644791,100916.58342350267,99098.67534061882,101354.95121046455,104300.56192838715,103786.68006386758
2025-05-14,92594.79491029802,104775.18455861005,103819.82066366973,104473.48903504487,100286.85184037276,99019.55314456549,101850.90284112241,104417.93899941444,103919.32367654737
2025-05-15,93914.94433705272,105718.45504337987,104853.31895367872,105478.76133120428,101522.63143600442,98657.2525498948,102709.69306459457,105568.94528393228,104426.9016316188
2025-05-16,94713.12246328768,106084.2539238515,105148.7815459204,105854.82964484494,101979.31969493387,99706.3263645692,103180.60723809004,106270.08819181536,105088.34487077977
2025-05-19,95121.54227727054,106370.92465815008,105246.31699355609,105960.72518924071,102351.92009035057,100943.62782819245,103469.9621898521,106649.78014475075,105203.29468354124
2025-05-20,95058.18845600964,106265.57303705446,105141.6797251284,105901.97150099247,102301.48182209453,101168.16807157407,103285.61071921357,106563.0930211779,104849.58201255924
2025-05-21,93978.51640378303,105007.48402165738,103981.95963731747,104545.64229473915,101123.46294758082,99501.33028776394,102646.93824637044,105437.37157951287,103082.78259339498
2025-05-22,93808.93960553916,105114.98140818601,103966.04213326854,104469.73543137981,101181.54483323536,99261.20982180766,102824.56338371744,105455.59920282791,103123.47288896093
2025-05-23,93383.69119141393,104493.17760975032,103610.94843480719,103692.07163698252,100771.66965828328,98767.96678865927,102186.05373941576,104775.69460589977,102419.56452999607
2025-05-27,94768.04479653094,106329.23898074611,105150.28546155691,105425.35395637533,102316.90172465402,100100.515934081,103910.81178276868,106380.39067033154,104548.93985283986
2025-05-28,94820.65670896116,106407.56745672719,105126.29719551023,105456.62610643996,102280.92367518503,100362.05889816332,104011.91108457808,106496.87635201137,103944.07321944843
2025-05-29,95274.58243929141,107221.69257573808,105696.03752019878,105777.76907202734,102834.30325099698,100741.06123617248,104365.97563463791,106931.50321521636,104354.38427318445
2025-05-30,96251.24745746779,107599.54910464202,106327.14497748735,106081.95766930381,103552.04915763774,101563.9546898195,105090.31902558435,107736.27368718098,104237.65963618501
2025-06-02,97128.7042123246,108693.14426026426,107407.80796935028,107160.12868369398,104588.65158775382,102580.65540313319,106011.81093044196,108831.25845216835,104824.84335815039
2025-06-03,97910.87670137128,109264.26473149937,107972.17473157129,107723.19403255262,104982.70944014363,102967.14774385319,106387.00431506301,109403.10463469742,105422.59980609774
2025-06-04,98444.13153728201,109726.54255091303,108428.98594624348,108178.95185383128,105425.96373699594,103401.89200712742,106731.95123487273,109865.96986123687,105394.31150321297
2025-06-05,98220.75499908689,109083.69352142554,107793.7388422758,107545.1696112354,104953.3294375982,102938.33180760097,106097.67828048517,109222.30397641937,104884.9478354113
