total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
8.801440460627207,0.32210086830217377,0.2698167092599383,1.170892921094207,-0.37223227030660877,0.03875404530744336,1.7920194924917245,0.1338334017716436
