total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
10.887327189927081,0.3536773322662494,0.24773622103958226,1.3470233718160916,-0.29583092052548277,0.03446601941747573,1.7920193128907305,0.13383339284942486
