date,ticker,raw_weight,target_weight,close,target_notional,target_shares,target_notional_after_rounding
2026-03-13,AMZN,0.25,0.2375,207.6699981689453,23750.0,114.364136,23749.999913713014
2026-03-13,COST,0.25,0.2375,1008.4299926757812,23750.0,23.551461,23749.999643733947
2026-03-13,MSFT,0.25,0.2375,395.54998779296875,23750.0,60.04298,23750.000006053466
2026-03-13,XOM,0.25,0.2375,156.1199951171875,23750.0,152.126574,23749.999990074462
