total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
10.887330022648818,0.35367737172725344,0.24773622851351754,1.3470234570441413,-0.29583093424770346,0.03446601941747573,1.7920194924917552,0.13383340177164516
