total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio
4.804156016834567,0.23976010398865588,0.19858798407987796,0.13749465245741918,1.182324005001929,1.707668891015922,-0.2786695349224654,0.8603742926379256,0.027468477206595537,1.8278531710133992,0.13546354351738943,1.0524955384280332,0.10429656047126645,0.11608673778511312,0.7670313671107936
