date,ticker,open,high,low,close,volume,sector,industry,ret_1,ret_5,ret_20,ret_60,ret_120,vol_20,vol_60,sma_20,sma_50,sma_200,price_vs_sma20,price_vs_sma50,price_vs_sma200,sma20_vs_sma50,sma50_vs_sma200,drawdown_20,drawdown_60,dollar_volume_20,volume_ratio_20,log_dollar_volume_20,range_pct_20,vol_ratio_20_60,momentum_20_60_gap,trend_ok,benchmark_ret_1,benchmark_ret_20,benchmark_ret_60,benchmark_vol_20,benchmark_drawdown_60,benchmark_price_vs_sma200,benchmark_sma50_vs_sma200,market_trend_ok,market_high_vol_regime,rel_ret_20,rel_ret_60,benchmark_momentum_gap,relative_momentum_gap,first_universe_date,universe_age_days,eligible_universe,cs_ret_20_z,cs_ret_60_z,cs_rel_ret_20_z,cs_vol_20_z,universe_momentum_rank_pct,universe_vol_rank_pct,market_breadth_trend_share,sector_size,sector_ret_20_mean,sector_rel_ret_20_mean,sector_vol_20_mean,sector_ret_20_gap,sector_rel_ret_20_gap,sector_vol_20_gap,sector_momentum_rank_pct,sector_trend_share,llm_score,enough_history,score,selected,weight
2018-01-31,AAPL,39.04305564571524,39.41039480264759,38.95648681745555,39.17407989501953,129915600,Technology,Consumer Electronics,0.0027547009634474318,-0.03897399472098961,-0.028039189444737933,,,0.009461576089538057,,40.732930946350095,,,-0.03827004379782417,,,,,-0.0659935993605727,,5151669599.635391,0.024371435532668295,22.362586693380575,0.013531526759320109,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,-0.0768912915436043,,,,2018-01-02,29.0,False,-1.0920454437305023,0.0,-1.0920454437305023,-0.4898631025015254,0.2,0.4,0.0,4,0.05982357922734932,0.010971477128482954,0.013857378739721163,-0.08786276867208725,-0.08786276867208725,-0.004395802650183106,0.5,0.0,0.0,False,,False,0.0
2018-01-31,AMZN,72.56500244140625,73.62899780273438,72.50199890136719,72.54450225830078,128494000,Consumer Discretionary,Internet Retail,0.009090198056924459,0.0687876844332731,0.2202504884311376,,,0.009819129832596956,,65.75054988861083,,,0.10332920988797367,,,,,0.0,,6224526414.500809,0.37167513373122674,22.551763198571923,0.019943964461051664,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,0.17139838633227122,,,,2018-01-02,29.0,False,1.5919189032907894,0.0,1.5919189032907894,-0.3984529879684026,0.9,0.5,0.0,1,0.2202504884311376,0.17139838633227122,0.009819129832596956,0.0,0.0,0.0,0.5,0.0,0.0,False,,False,0.0
2018-01-31,AVGO,19.784739826429195,20.03323550656421,19.3779656239004,19.628835678100582,80482000,Technology,Semiconductors,0.029255352398108725,-0.03437689537243893,-0.0710835069251069,,,0.01635202220031538,,20.66571807861328,,,-0.05017403201613191,,,,,-0.08902939128281073,,734900828.2981873,1.236543004029457,20.415246121948847,0.021654047085801195,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,-0.11993560902397327,,,,2018-01-02,29.0,False,-1.5573463553412175,0.0,-1.5573463553412175,1.2717083546506116,0.1,0.9,0.0,4,0.05982357922734932,0.010971477128482954,0.013857378739721163,-0.13090708615245622,-0.13090708615245622,0.002494643460594217,0.25,0.0,0.0,False,,False,0.0
2018-01-31,COST,176.65821697732324,177.5798019934772,173.66977598022766,174.3587188720703,2682300,Consumer Staples,Discount Stores,-0.015360661588755375,0.003243243338159507,0.0347811833977123,,,0.00983978531975063,,172.07982864379883,,,0.013243215350874804,,,,,-0.020310926069343704,,472976785.0860596,-0.024478061394273,19.97455686720968,0.014862236066318937,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,-0.014070918701154067,,,,2018-01-02,29.0,False,-0.4129691228050265,0.0,-0.4129691228050265,-0.3931723260172737,0.5,0.6,0.0,1,0.0347811833977123,-0.014070918701154067,0.00983978531975063,0.0,0.0,0.0,0.5,0.0,0.0,False,,False,0.0
2018-01-31,GOOGL,58.70530002463101,58.82977478286543,58.12460068518997,58.6264533996582,36022000,Communication Services,Internet Content & Information,0.0041193623949105085,0.009331701264717385,0.10157381993251025,,,0.0074322965367005405,,56.66682395935059,,,0.03458160001543997,,,,,-0.004496634018206658,,1779419731.3846588,0.15089571265627444,21.299553155060796,0.01310290378809889,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,0.05272171783364388,,,,2018-01-02,29.0,False,0.30904661557202057,0.0,0.30904661557202057,-1.008656934046019,0.7,0.2,0.0,2,0.06586248364775482,0.017010381548888454,0.011558729290804023,0.035711336284755424,0.035711336284755424,-0.004126432754103483,1.0,0.0,0.0,False,,False,0.0
2018-01-31,JPM,92.98138994942803,93.79342108855072,92.58743679902236,92.99746704101562,13141400,Financials,Banks,0.004865153085467977,0.0,0.07709656873383386,,,0.006974346708205055,,90.48620796203613,,,0.02775294860442279,,,,,-0.00558792480906134,,1318525691.251068,-0.09793098808935852,20.99978004953748,0.013184372941009052,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,0.02824446663496749,,,,2018-01-02,29.0,False,0.044452170517505496,0.0,0.04445217051750546,-1.1257337290337324,0.6,0.1,0.0,1,0.07709656873383386,0.02824446663496749,0.006974346708205055,0.0,0.0,0.0,0.5,0.0,0.0,False,,False,0.0
2018-01-31,META,186.90328646352637,188.3519251010696,183.77781942071672,185.434814453125,43275100,Communication Services,Internet Content & Information,-0.001229000600775132,0.0018226714609548278,0.030151147362999398,,,0.015685162044907507,,183.69843444824218,,,0.009452339700652512,,,,,-0.016368343371872762,,4357356592.756348,0.8125552089847243,22.195131424606075,0.01757893740645668,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,-0.01870095473586697,,,,2018-01-02,29.0,False,-0.46301893457692656,0.0,-0.46301893457692656,1.1012227581024914,0.4,0.8,0.0,2,0.06586248364775482,0.017010381548888454,0.011558729290804023,-0.035711336284755424,-0.035711336284755424,0.004126432754103484,0.5,0.0,0.0,False,,False,0.0
2018-01-31,MSFT,86.0278505014514,87.54194207046982,85.80762116443772,87.18406677246094,48756300,Technology,Software,0.02447668931130842,0.03474157335113892,0.10540996860615137,,,0.010623828714185168,,82.8450771331787,,,0.05237474318850621,,,,,0.0,,2296098945.3531647,0.7672542375093019,21.554477409576716,0.014443639828789864,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,0.056557866507285004,,,,2018-01-02,29.0,False,0.35051465547609184,0.0,0.35051465547609184,-0.19272834276859763,0.8,0.7,0.0,4,0.05982357922734932,0.010971477128482954,0.013857378739721163,0.04558638937880205,0.04558638937880205,-0.003233550025535995,0.75,0.0,0.0,False,,False,0.0
2018-01-31,NVDA,6.075847392963274,6.162373369865873,6.043214781928341,6.076589107513428,478576000,Technology,Semiconductors,0.012689681676015363,0.04240922857323981,0.23300704467309075,,,0.018992087954846047,,5.659990930557251,,,0.07360403613140787,,,,,-0.004253410268475477,,3126065748.8941193,-0.13774750914364986,21.863041101959983,0.026717296647992928,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,0.18415494257422438,,,,2018-01-02,29.0,False,1.7298148578752988,0.0,1.7298148578752988,1.9466522412172529,1.0,1.0,0.0,4,0.05982357922734932,0.010971477128482954,0.013857378739721163,0.17318346544574142,0.17318346544574142,0.005134709215124884,1.0,0.0,0.0,False,,False,0.0
2018-01-31,XOM,59.63449948410424,60.26143588023641,59.47604661346974,60.144317626953125,14404700,Energy,Oil & Gas,0.005992128918313355,-0.013893330419591954,0.026696099563748632,,,0.0085966858079894,,60.240762329101564,,,-0.0016009874115063827,,,,,-0.019101014266221683,,669850090.3337288,0.2949482481875516,20.322564501036783,0.012149620294462826,,,False,0.0004969007213466714,0.04885210209886637,,0.005495397694713517,,,,False,False,-0.022156002535117736,,,,2018-01-02,29.0,False,-0.5003673462780336,0.0,-0.5003673462780336,-0.7109759316348067,0.3,0.3,0.0,1,0.026696099563748632,-0.022156002535117736,0.0085966858079894,0.0,0.0,0.0,0.5,0.0,0.0,False,,False,0.0
