total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio
4.726660146315591,0.23785326944330132,0.19932675310739484,0.13974156226681544,1.171331106432172,1.6707815661386898,-0.31426456654200285,0.7568567849074107,0.044133915574963614,1.8204341078788828,0.13516885334548734,1.030417987897028,0.10268441609781398,0.13777525111417038,0.6385426603606574
