date,ticker,raw_weight,target_weight,close,target_notional,target_shares,target_notional_after_rounding
2026-03-16,AMZN,0.125,0.12,211.74000549316406,12000.0,56.673277,11999.99998329561
2026-03-16,COST,0.125,0.12,1001.739990234375,12000.0,11.979156,11999.999614456054
2026-03-16,CVX,0.125,0.12,196.83999633789062,12000.0,60.96322,12000.000001546021
2026-03-16,JNJ,0.125,0.12,243.19000244140625,12000.0,49.344134,12000.000067929077
2026-03-16,KO,0.125,0.12,77.81999969482422,12000.0,154.202005,11999.999982041283
2026-03-16,MRK,0.125,0.12,115.43000030517578,12000.0,103.959109,11999.999983595802
2026-03-16,NFLX,0.125,0.12,95.19999694824219,12000.0,126.050424,11999.999980124634
2026-03-16,XOM,0.125,0.12,157.22999572753906,12000.0,76.321315,12000.000031370162
