total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio
1.9854177440559964,0.14301271336173005,0.1991486548640278,0.14075712583876906,0.7713792505010504,1.0913773580690325,-0.28894866177698497,0.4949416013288529,0.041202715809893306,1.8278529891073179,0.1354635345910078,0.055718863588597456,0.0075491787707222535,0.12780052112427115,0.06154897208530475
