total_return,cagr,annual_volatility,downside_volatility,sharpe,sortino,max_drawdown,calmar,avg_daily_turnover,benchmark_total_return,benchmark_cagr,excess_total_return,excess_cagr,tracking_error,information_ratio
4.9758986972386445,0.2441861437947772,0.19983568687235073,0.13820597116556949,1.1940351153347115,1.726487107686288,-0.2786695597875841,0.8762569689380789,0.028283220174587776,1.820433382163614,0.13509902430381637,1.118787394529562,0.10908711949096084,0.11676142730229709,0.7980304118633642
