total_return,cagr,annual_volatility,sharpe,max_drawdown,avg_daily_turnover,benchmark_total_return,benchmark_cagr
10.88732525881518,0.3536773053650446,0.24773623029577507,1.3470232509452726,-0.2958309276154857,0.03446601941747573,1.7920196720927586,0.1338334106938639
